,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,5426,Solana,SOL,solana,635,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,443011942.177478,571203744.9952416,True,,5,,,,2024-03-07T19:07:00.000Z,148.79221500868587,6966013826.689916,-3.97,1.99225515,14.32009643,16.98991567,54.63797528,57.58601033,104.64010156,65916728151.886826,2.5713,84990670439.1,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:07:48.203288
5,52,XRP,XRP,xrp,1243,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-07T19:07:00.000Z,0.633774691823521,2463724748.6178403,-33.5527,1.48184992,4.04144274,5.31757205,24.90216582,11.67838939,-4.60699194,34644679578.94708,1.3515,63377469182.35,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:07:48.203288
6,3408,USDC,USDC,usd-coin,17083,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,29230722832.798378,29230722832.798378,False,,7,,,,2024-03-07T19:07:00.000Z,1.0001466647622321,9984800060.32209,-37.9021,0.02157156,0.00534767,0.04282609,-0.01414668,0.01922143,0.01014684,29235009949.812523,1.1407,29235009949.81,,2024-03-07T19:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-07 19:07:48.203288
7,2010,Cardano,ADA,cardano,1090,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489222707.303,36685854736.851,False,,8,,,,2024-03-07T19:06:00.000Z,0.7545419814738086,971465987.363815,-47.5183,1.1212211,4.39853171,13.09604241,51.58781437,45.73683781,40.63277129,26778108422.533688,1.046,33954389166.32,,2024-03-07T19:06:00.000Z,,,,,,2024-03-07 19:07:48.203288
8,74,Dogecoin,DOGE,dogecoin,914,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143371606383.70523,143371606383.70523,True,,9,,,,2024-03-07T19:07:00.000Z,0.15823105042281604,2985227219.2484097,-52.3702,1.93281655,0.51555782,26.92927546,100.40234349,97.62490281,60.3011204,22685839878.900196,0.885,22685839878.9,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:07:48.203288
9,5994,Shiba Inu,SHIB,shiba-inu,757,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-07T19:06:00.000Z,3.1696137079192814e-05,3795546986.813266,-56.8308,-0.48228253,-5.48300712,137.38364807,256.83290586,238.54557192,214.22115588,18678197944.43582,0.7296,18685953218.28,,2024-03-07T19:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-07 19:07:48.203288
10,5805,Avalanche,AVAX,avalanche,678,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377291027.6254148,435980667.6254148,False,,11,,,,2024-03-07T19:06:00.000Z,44.274779166443516,880210254.071623,-19.4746,0.99765573,8.50180625,5.93279238,29.67468115,27.18144959,52.85256343,16704476929.59578,0.6525,31877840999.84,,2024-03-07T19:06:00.000Z,,,,,,2024-03-07 19:07:48.203288
11,6636,Polkadot,DOT,polkadot-new,701,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287064317.8669066,1419324819.5752583,True,,12,,,,2024-03-07T19:06:00.000Z,10.467361326750824,627193843.2361629,-38.2479,0.90180285,1.51101246,23.88831941,54.99497866,45.35714871,58.11589097,13472167265.88099,0.5263,14856585726.52,,2024-03-07T19:06:00.000Z,,,,,,2024-03-07 19:07:48.203288
12,1958,TRON,TRX,tron,941,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87916201488.3699,87916254349.13568,True,,13,71659659264.0,9846164735.272905,,2024-03-07T19:06:00.000Z,0.13740177997496242,377798780.3967104,-45.4103,0.03243453,-0.01249445,-2.38516592,12.86082572,32.30517847,28.85558278,12079842573.139465,0.4712,12079849836.3,,2024-03-07T19:06:00.000Z,,,,,,2024-03-07 19:07:48.203288
13,1975,Chainlink,LINK,chainlink,1672,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-07T19:06:00.000Z,20.17026414415058,554776018.1631922,-44.8431,0.26321887,1.65767874,3.45266847,8.4041759,49.05314982,21.21352716,11841961483.055708,0.4626,20170264144.15,,2024-03-07T19:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-07 19:07:48.203288
14,3890,Polygon,MATIC,polygon,1300,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899185546.577503,10000000000.0,False,,15,,,,2024-03-07T19:06:00.000Z,1.1651674124064795,809660948.9914453,-31.9739,-0.10896162,7.44693719,14.90287152,46.09310552,39.96194682,30.56224247,11534208408.237331,0.4506,11651674124.06,,2024-03-07T19:06:00.000Z,,,,,,2024-03-07 19:07:48.203288
0,1,Bitcoin,BTC,bitcoin,10863,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19647581.0,19647581.0,False,,1,,,,2024-03-07T19:08:00.000Z,67818.76855985101,48029322463.31589,-45.5727,0.30211815,1.06644206,11.58108812,57.16851103,53.77846501,54.76512583,1332474748599.9263,51.9784,1424194139756.87,,2024-03-07T19:08:00.000Z,,,,,,2024-03-07 19:08:48.504313
1,1027,Ethereum,ETH,ethereum,8511,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120114025.48534974,120114025.48534974,True,,2,,,,2024-03-07T19:08:00.000Z,3884.5621715076436,22237134980.95469,-50.8771,0.63537727,0.68335878,15.37386172,64.55779743,72.98413743,65.37020401,466590399667.89465,18.2012,466590399667.89,,2024-03-07T19:08:00.000Z,,,,,,2024-03-07 19:08:48.504313
2,825,Tether USDt,USDT,tether,77440,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100729057191.32367,103797122782.5545,True,,3,,,,2024-03-07T19:07:00.000Z,1.001524341653173,96103966055.09502,-41.3967,0.0412762,-0.0040868,0.19958251,0.18042031,0.09552336,0.13587017,100882602688.88524,3.9353,103955345060.29,,2024-03-07T19:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-07 19:08:48.504313
3,1839,BNB,BNB,bnb,2086,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149540810.1047821,149540810.1047821,False,,4,,,,2024-03-07T19:07:00.000Z,464.385972149065,2911393473.6730213,-22.434,1.59198253,9.27352547,15.18624605,53.26056946,51.84463469,95.69786242,69444654476.46796,2.7095,69444654476.47,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:08:48.504313
4,5426,Solana,SOL,solana,635,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,443011942.177478,571203744.9952416,True,,5,,,,2024-03-07T19:08:00.000Z,148.6891047239408,6969329114.900576,-3.8877,1.95314772,14.2524679,16.81464655,54.5765211,57.44548321,104.59281136,65871049064.38344,2.5696,84931773458.3,,2024-03-07T19:08:00.000Z,,,,,,2024-03-07 19:08:48.504313
5,52,XRP,XRP,xrp,1243,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-07T19:08:00.000Z,0.6334341782825025,2473034639.7130284,-33.2927,1.43351908,3.99122639,5.13547247,24.77540938,11.61068434,-4.65995744,34626065736.08925,1.3507,63343417828.25,,2024-03-07T19:08:00.000Z,,,,,,2024-03-07 19:08:48.504313
6,3408,USDC,USDC,usd-coin,17083,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,29230722832.798378,29230722832.798378,False,,7,,,,2024-03-07T19:07:00.000Z,1.0001466647622321,9984800060.32209,-37.9021,0.02157156,0.00534767,0.04282609,-0.01414668,0.01922143,0.01014684,29235009949.812523,1.1407,29235009949.81,,2024-03-07T19:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-07 19:08:48.504313
7,2010,Cardano,ADA,cardano,1090,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489222707.303,36685854736.851,False,,8,,,,2024-03-07T19:07:00.000Z,0.7545600185967668,971623544.6489192,-47.5096,1.19237999,4.35721278,13.01861809,51.58152375,45.85778255,40.69989765,26778748546.00735,1.0446,33955200836.85,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:08:48.504313
8,74,Dogecoin,DOGE,dogecoin,914,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143371606383.70523,143371606383.70523,True,,9,,,,2024-03-07T19:08:00.000Z,0.15820463783303879,2985038934.738363,-52.3716,1.91195187,0.44385375,26.74544985,100.38996944,97.58070562,60.26526103,22682053063.47508,0.8848,22682053063.48,,2024-03-07T19:08:00.000Z,,,,,,2024-03-07 19:08:48.504313
9,5994,Shiba Inu,SHIB,shiba-inu,757,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-07T19:07:00.000Z,3.1808450421125295e-05,3798058979.239844,-56.7923,0.12952849,-5.42627915,138.14725237,258.08070467,239.86316169,215.14426747,18744383007.529617,0.7312,18752165761.72,,2024-03-07T19:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-07 19:08:48.504313
10,5805,Avalanche,AVAX,avalanche,678,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377291027.6254148,435980667.6254148,False,,11,,,,2024-03-07T19:07:00.000Z,44.2994057544548,880659632.7488221,-19.403,0.90242836,8.5191551,6.1409167,29.79176062,27.43413625,53.22746819,16713768320.293467,0.652,31895572143.21,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:08:48.504313
11,6636,Polkadot,DOT,polkadot-new,701,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287064317.8669066,1419324819.5752583,True,,12,,,,2024-03-07T19:07:00.000Z,10.47561322834759,627270168.1396048,-38.2327,1.05956239,1.60595132,24.03167022,55.08812475,45.5590726,58.26477692,13482787993.980736,0.5259,14868297855.26,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:08:48.504313
12,1958,TRON,TRX,tron,941,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87916201488.3699,87916254349.13568,True,,13,71659659264.0,9848785226.599628,,2024-03-07T19:07:00.000Z,0.1374383485458102,377796500.8830787,-45.4106,0.0823034,-0.04876282,-2.37267006,12.8981914,32.36621033,28.84258254,12083057542.98226,0.4713,12083064808.08,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:08:48.504313
13,1975,Chainlink,LINK,chainlink,1672,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-07T19:07:00.000Z,20.161611260481582,554707092.5092212,-44.8501,0.37254208,1.60331504,3.36978592,8.40439766,48.98791096,21.07109645,11836881375.309307,0.4617,20161611260.48,,2024-03-07T19:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-07 19:08:48.504313
14,3890,Polygon,MATIC,polygon,1300,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899185546.577503,10000000000.0,False,,15,,,,2024-03-07T19:07:00.000Z,1.1658278203525148,809576369.9804279,-31.9763,0.27917329,7.49030994,14.88356557,46.16548376,40.09426039,30.55716382,11540745909.031569,0.4502,11658278203.53,,2024-03-07T19:07:00.000Z,,,,,,2024-03-07 19:08:48.504313
